article_id,technique,start,end,text_spans
699478811,Appeal_to_fear-prejudice,2175,2289,point to Iran’s positioning itself for more aggressive military actions that could place U.S. forces in harm’s way
699478811,Loaded_Language,4836,4888,"its aggressive, destabilizing, and unlawful behavior"
699478811,Repetition,4871,4888,unlawful behavior
699478811,"Bandwagon,Reductio_ad_hitlerum",5692,5759,it tells us that we will soon have another North Korea on our hands
699478811,Thought-terminating_Cliches,7653,7692,They are a perfect match for each other
699478811,Appeal_to_fear-prejudice,190,356,putting the Revolutionary Guard in the terrorist lists with terrorist groups can be very costly to the United States and its military bases and forces in the region.”
699478811,Loaded_Language,447,487,the stupidity of the American government
699478811,Appeal_to_fear-prejudice,3410,3554,"The Iraqi branch of Iran’s terrorist proxy Hezbollah has vowed that once ISIS is defeated it will start killing Americans, as it has done before"
699478811,Loaded_Language,4494,4509,outlaw behavior
699478811,Loaded_Language,6742,6759,caught red-handed
699478811,Causal_Oversimplification,7653,7692,They are a perfect match for each other
699478811,Loaded_Language,8519,8557,to kick the can down the road as usual
699478811,Appeal_to_fear-prejudice,2060,2119,"Thus, it is threatening U.S. forces and bases in the region"
699478811,Appeal_to_fear-prejudice,2886,3062,"This will not only serve to bolster the Assad regime, but it also will strengthen Iran's ability to follow through on its threats to the U.S. and its allies, principally Israel"
699478811,Appeal_to_fear-prejudice,4890,4924,To do otherwise would be foolish.”
699478811,Appeal_to_fear-prejudice,5511,5554,the Iranian regime’s “most threatening act”
699478811,Appeal_to_fear-prejudice,5692,5761,"it tells us that we will soon have another North Korea on our hands,”"
699478811,"Bandwagon,Reductio_ad_hitlerum",5785,5877,"“If it is wrong for North Korea to do this, why doesn’t that same mentality apply to Iran?
“"
699478811,Loaded_Language,7155,7173,a modicum of sense
699478811,Appeal_to_fear-prejudice,8030,8167,"""If we want to talk to North Korea now, the possible end for the nuclear deal with Iran would jeopardize the credibility of such treaties"
700387229,Loaded_Language,24,34,High Alert
700387229,Appeal_to_Authority,243,259,“no one is safe”
700387229,Appeal_to_Authority,394,425,continuing to spread and worsen
700387229,Appeal_to_Authority,435,449,no one is safe
700387229,Repetition,435,449,no one is safe
700387229,Repetition,243,259,“no one is safe”
700387229,Repetition,37,51,No One Is Safe
700387229,Appeal_to_Authority,763,782,much more dangerous
700387229,Loaded_Language,1123,1133,high alert
700387229,Appeal_to_Authority,925,966,the number of cases is growing by the day
700387229,Appeal_to_Authority,1303,1321,safe and dignified
700387229,Loaded_Language,2201,2211,incredibly
700387229,Appeal_to_Authority,2948,3026,“It has been a long time since we have seen the plague in an urban environment
700387229,Repetition,3136,3164,no one in Madagascar is safe
700387229,Appeal_to_fear-prejudice,2761,2818,people in every place in society are catching the disease
700387229,Appeal_to_fear-prejudice,3136,3164,no one in Madagascar is safe
700461600,"Exaggeration,Minimisation",717,760,their dream of independence is all but dead
700461600,"Whataboutism,Straw_Men,Red_Herring",1547,1746,"But what if the Baghdad regime of Haider al-Abadi does not agree?
What if the Quds Force does not go home to Iran and the Shiite militias that helped retake Kirkuk refuse to enlist in the Iraqi army?"
700461600,Black-and-White_Fallacy,2352,2497,"Do we accept that outcome, pack up and go home?
Or do we leave our forces in Syria and Iraq and defy any demand from Assad to vacate his country?"
700461600,Doubt,2805,2868,apparently clueless to the presence of 800 U.S. troops in Niger
700461600,Flag-Waving,2726,2788,Would the American people support such a war with U.S. troops?
700461600,Black-and-White_Fallacy,3073,3131,"If we rely on the Kurds in Syria, we lose NATO ally Turkey"
700461600,"Name_Calling,Labeling",3549,3559,"terrorist"""
700461600,Flag-Waving,3963,4080,And only one force in the region has the power to reverse the present outcome of Syria's civil war--the United States
700461600,Appeal_to_fear-prejudice,4210,4440,"A failure by the United States to defend its allies or promote new political arrangements for (Syria and Iraq) will lead only to more war, the rise of new terrorist threats, and, ultimately, the necessity of more U.S.
intervention"
700461600,Doubt,1551,1562,what if the
700461600,Doubt,1613,1620,What if
700461600,Appeal_to_fear-prejudice,2400,2497,Or do we leave our forces in Syria and Iraq and defy any demand from Assad to vacate his country?
700461600,Doubt,2318,2351,"secure, is that really a victory?"
700461600,Appeal_to_fear-prejudice,3073,3255,"If we rely on the Kurds in Syria, we lose NATO ally Turkey, which regards Syria's Kurds as collaborators of the PKK in Turkey, which even the U.S. designates a terrorist organization"
700461600,"Name_Calling,Labeling",4510,4530,interventionist Post
700461600,"Bandwagon,Reductio_ad_hitlerum",4657,4709,"If he crosses, he joins Bush II in the history books"
700551604,"Bandwagon,Reductio_ad_hitlerum",5659,5818,a good strategy was to blame the assassination on a communist because then they could smear anyone who challenged the official story as a communist sympathizer
700551604,Flag-Waving,1881,2028,Trump is in the driver’s seat because the CIA cannot afford to permit the American people to see the records it wants to continue to be kept secret
700551604,"Exaggeration,Minimisation",2735,2776,no reasonable person can honestly believe
700551604,Doubt,3068,3179,"Really?
What, like the CIA was using typewriters instead of computers and pay telephones instead of cell phones"
700551604,"Exaggeration,Minimisation",3209,3232,the extreme nonchalance
700551604,Loaded_Language,3383,3403,absolutely ludicrous
700551604,"Name_Calling,Labeling",5322,5341,purported communist
700551604,Loaded_Language,6897,6915,Something dreadful
700551604,Loaded_Language,1657,1686,cherished long-secret records
700551604,Causal_Oversimplification,1881,2028,Trump is in the driver’s seat because the CIA cannot afford to permit the American people to see the records it wants to continue to be kept secret
700551604,Causal_Oversimplification,2034,2149,"once the CIA gives Trump what he wants, he will cave and give the CIA the continued secrecy it so desperately needs"
700551604,Loaded_Language,2566,2610,the two most important and meaningless words
700551604,"Exaggeration,Minimisation",2830,2880,result in the United States falling into the ocean
700551604,"Exaggeration,Minimisation",2894,2954,the communists are going to take over the federal government
700551604,Loaded_Language,3209,3232,the extreme nonchalance
700551604,Causal_Oversimplification,3326,3364,It’s essentially an admission of guilt
700551604,"Exaggeration,Minimisation",4462,4524,the mainstream media has never given any serious consideration
700551604,Loaded_Language,4686,4698,pat frame-up
700551604,Causal_Oversimplification,5977,6095,They had to make certain that Oswald was not on to them and had not discovered that he was being set up for a frame-up
700551604,Causal_Oversimplification,7425,7512,it knows that those records will further implicate the CIA in the Kennedy assassination
700551604,Causal_Oversimplification,7547,7629,"by seeking continued secrecy, it’s essentially an implicit acknowledgment of guilt"
700551604,Causal_Oversimplification,7694,7798,because it knows that its assets and allies in the mainstream press will continue to come to its defense
700551604,Flag-Waving,8615,8671,the CIA steadfastly kept secret from the American people
700551604,Flag-Waving,8924,8977,Every American owes it to himself to read that manual
700551604,Flag-Waving,9219,9324,to keep some of the CIA’s decades-old JFK’s related assassination records secret from the American people
700551604,"Name_Calling,Labeling",3698,3735,lone nut former U.S. Marine communist
700551604,"Bandwagon,Reductio_ad_hitlerum",5343,5410,That would enable the CIA to blame the assassination on a communist
700662577,"Exaggeration,Minimisation",245,271,crisis of epic proportions
700662577,Loaded_Language,641,779,"the blurry picture feels like it’s worth a good deal more than 1,000 words.
It illuminates just a small sliver of the public health crisis"
700662577,"Exaggeration,Minimisation",1385,1423,the post-apocalyptic ravaged territory
700662577,Loaded_Language,1570,1600,The islands are grappling with
700662577,"Exaggeration,Minimisation",2777,2812,the power grid’s utter annihilation
700662577,Loaded_Language,60,86,Crisis Of Epic Proportions
700662577,Loaded_Language,108,119,devastating
700662577,Loaded_Language,1217,1227,devastated
700662577,Appeal_to_fear-prejudice,1570,1765,"The islands are grappling with physician shortages, Medicaid programs facing an impending funding cliff, and widespread disparities in Federal health programs—and that was before hurricane season"
700662577,Flag-Waving,1907,1984,but more can and should be done to help Americans impacted by these disasters
700662577,Loaded_Language,2794,2812,utter annihilation
700662577,Loaded_Language,3515,3529,looming crisis
701225819,"Name_Calling,Labeling",177,187,hatemonger
701225819,Repetition,2689,2694,Satan
701225819,Repetition,2787,2792,Satan
701225819,Loaded_Language,2982,2991,grotesque
701225819,"Name_Calling,Labeling",77,99,white supremacist icon
701225819,"Name_Calling,Labeling",996,1019,“Jewish Zionist Agent.”
701225819,Loaded_Language,2174,2182,venomous
701225819,Repetition,2747,2752,Satan
701225819,Slogans,3787,3804,“Death to Israel”
701225819,"Name_Calling,Labeling",3837,3860,wicked and filth-ridden
701225819,"Name_Calling,Labeling",4606,4636,grandson of a monkey and a pig
701225819,"Name_Calling,Labeling",4720,4739,“monkeys and pigs.”
701225819,Appeal_to_fear-prejudice,131,143,Ku Klux Klan
701225819,Loaded_Language,305,313,enamored
701225819,Appeal_to_fear-prejudice,1201,1299,"white nationalist plowed his car into a group of people who were protesting the rally, killing one"
701225819,"Name_Calling,Labeling",1525,1551,Racist Jewish Supremacists
701225819,Loaded_Language,1572,1583,Destruction
701225819,Loaded_Language,1767,1771,wild
701225819,Repetition,2616,2621,Satan
701225819,Loaded_Language,3309,3315,absurd
701225819,"Name_Calling,Labeling",4268,4313,the greatest leader in modern Western history
701225819,Loaded_Language,5914,5927,hatemongering
701225819,Loaded_Language,6102,6112,toxic hate
701225819,"Name_Calling,Labeling",111,143,Grand Wizard of the Ku Klux Klan
701225819,Appeal_to_fear-prejudice,1493,1605,"Dr.
David Duke Exposes the Real Racist Jewish Supremacists Who Orchestrate the Destruction of European Mankind…’"
701225819,"Name_Calling,Labeling",1872,1889,Jewish extremists
